2026-07-29T07:39:38.673530+00:00 | TRADEWATCH | no open positions
2026-07-29T20:27:35.526939+00:00 | TRADEWATCH | no open positions
2026-07-29T20:28:02.125667+00:00 | TRADEWATCH | no open positions
2026-07-29T20:28:26.265444+00:00 | TRADEWATCH | no open positions
2026-07-29T20:32:35.526829+00:00 | TRADEWATCH | no open positions
2026-07-29T20:33:02.126533+00:00 | TRADEWATCH | no open positions
2026-07-29T20:33:26.270012+00:00 | TRADEWATCH | no open positions
2026-07-29T20:37:35.526953+00:00 | TRADEWATCH | no open positions
2026-07-29T20:38:02.126551+00:00 | TRADEWATCH | no open positions
2026-07-29T20:38:26.271875+00:00 | TRADEWATCH | no open positions
2026-07-29T20:42:35.527210+00:00 | TRADEWATCH | no open positions
2026-07-29T20:43:02.217809+00:00 | TRADEWATCH | no open positions
2026-07-29T20:43:26.281237+00:00 | TRADEWATCH | no open positions
2026-07-29T20:47:35.527552+00:00 | TRADEWATCH | no open positions
2026-07-29T20:48:02.218194+00:00 | TRADEWATCH | no open positions
2026-07-29T20:48:26.281373+00:00 | TRADEWATCH | no open positions
2026-07-29T20:52:35.527596+00:00 | TRADEWATCH | no open positions
2026-07-29T20:53:02.218318+00:00 | TRADEWATCH | no open positions
2026-07-29T20:53:26.294168+00:00 | TRADEWATCH | no open positions
2026-07-29T20:57:35.527821+00:00 | TRADEWATCH | no open positions
2026-07-29T20:58:02.218516+00:00 | TRADEWATCH | no open positions
2026-07-29T20:58:26.294139+00:00 | TRADEWATCH | no open positions
2026-07-29T21:02:35.528114+00:00 | TRADEWATCH | no open positions
2026-07-29T21:03:02.218657+00:00 | TRADEWATCH | no open positions
2026-07-29T21:03:26.314515+00:00 | TRADEWATCH | no open positions
2026-07-29T21:07:35.528235+00:00 | TRADEWATCH | no open positions
2026-07-29T21:08:02.218798+00:00 | TRADEWATCH | no open positions
2026-07-29T21:08:26.314925+00:00 | TRADEWATCH | no open positions
2026-07-29T21:12:35.523952+00:00 | TRADEWATCH | no open positions
2026-07-29T21:13:02.213810+00:00 | TRADEWATCH | no open positions
2026-07-29T21:13:26.316219+00:00 | TRADEWATCH | no open positions
2026-07-29T21:17:35.518057+00:00 | TRADEWATCH | no open positions
2026-07-29T21:18:02.207358+00:00 | TRADEWATCH | no open positions
2026-07-29T21:18:26.309683+00:00 | TRADEWATCH | no open positions
2026-07-29T21:22:35.512078+00:00 | TRADEWATCH | no open positions
2026-07-29T21:23:02.200861+00:00 | TRADEWATCH | no open positions
2026-07-29T21:23:26.303232+00:00 | TRADEWATCH | no open positions
2026-07-29T21:27:35.505609+00:00 | TRADEWATCH | no open positions
2026-07-29T21:28:02.194274+00:00 | TRADEWATCH | no open positions
2026-07-29T21:28:26.296887+00:00 | TRADEWATCH | no open positions
2026-07-29T21:32:35.499135+00:00 | TRADEWATCH | no open positions
2026-07-29T21:33:02.188073+00:00 | TRADEWATCH | no open positions
2026-07-29T21:33:26.290806+00:00 | TRADEWATCH | no open positions
2026-07-29T21:37:35.492645+00:00 | TRADEWATCH | no open positions
2026-07-29T21:38:02.181574+00:00 | TRADEWATCH | no open positions
2026-07-29T21:38:26.284458+00:00 | TRADEWATCH | no open positions
2026-07-29T21:42:35.486205+00:00 | TRADEWATCH | no open positions
2026-07-29T21:43:02.175371+00:00 | TRADEWATCH | no open positions
2026-07-29T21:43:26.278477+00:00 | TRADEWATCH | no open positions
2026-07-29T21:47:35.483000+00:00 | TRADEWATCH | no open positions
2026-07-29T21:48:02.172175+00:00 | TRADEWATCH | no open positions
2026-07-29T21:48:26.275301+00:00 | TRADEWATCH | no open positions
2026-07-29T21:52:35.480423+00:00 | TRADEWATCH | no open positions
2026-07-29T21:53:02.169345+00:00 | TRADEWATCH | no open positions
2026-07-29T21:53:26.272621+00:00 | TRADEWATCH | no open positions
2026-07-29T21:57:35.477478+00:00 | TRADEWATCH | no open positions
2026-07-29T21:58:02.166355+00:00 | TRADEWATCH | no open positions
2026-07-29T21:58:26.269783+00:00 | TRADEWATCH | no open positions
2026-07-29T22:02:35.474476+00:00 | TRADEWATCH | no open positions
2026-07-29T22:03:02.163829+00:00 | TRADEWATCH | no open positions
2026-07-29T22:03:26.267198+00:00 | TRADEWATCH | no open positions
2026-07-29T22:07:35.471680+00:00 | TRADEWATCH | no open positions
2026-07-29T22:08:02.161467+00:00 | TRADEWATCH | no open positions
2026-07-29T22:08:26.264434+00:00 | TRADEWATCH | no open positions
2026-07-29T22:12:35.468939+00:00 | TRADEWATCH | no open positions
2026-07-29T22:13:02.158624+00:00 | TRADEWATCH | no open positions
2026-07-29T22:13:26.261380+00:00 | TRADEWATCH | no open positions
2026-07-29T22:17:35.466063+00:00 | TRADEWATCH | no open positions
2026-07-29T22:18:02.155677+00:00 | TRADEWATCH | no open positions
2026-07-29T22:18:26.259117+00:00 | TRADEWATCH | no open positions
2026-07-29T22:22:35.464944+00:00 | TRADEWATCH | no open positions
2026-07-29T22:23:02.154239+00:00 | TRADEWATCH | no open positions
2026-07-29T22:23:26.257843+00:00 | TRADEWATCH | no open positions
2026-07-29T22:27:35.463710+00:00 | TRADEWATCH | no open positions
2026-07-29T22:28:02.152663+00:00 | TRADEWATCH | no open positions
2026-07-29T22:28:26.256322+00:00 | TRADEWATCH | no open positions
2026-07-29T22:32:35.462706+00:00 | TRADEWATCH | no open positions
2026-07-29T22:33:02.151773+00:00 | TRADEWATCH | no open positions
2026-07-29T22:33:26.255201+00:00 | TRADEWATCH | no open positions
2026-07-29T22:37:35.461382+00:00 | TRADEWATCH | no open positions
2026-07-29T22:38:02.150501+00:00 | TRADEWATCH | no open positions
2026-07-29T22:38:26.253761+00:00 | TRADEWATCH | no open positions
2026-07-29T22:42:35.459832+00:00 | TRADEWATCH | no open positions
2026-07-29T22:43:02.149322+00:00 | TRADEWATCH | no open positions
2026-07-29T22:43:26.252292+00:00 | TRADEWATCH | no open positions
2026-07-29T22:47:35.458974+00:00 | TRADEWATCH | no open positions
2026-07-29T22:48:02.147990+00:00 | TRADEWATCH | no open positions
2026-07-29T22:48:26.251155+00:00 | TRADEWATCH | no open positions
2026-07-29T22:52:35.457469+00:00 | TRADEWATCH | no open positions
2026-07-29T22:53:02.146533+00:00 | TRADEWATCH | no open positions
2026-07-29T22:53:26.249903+00:00 | TRADEWATCH | no open positions
2026-07-29T22:57:35.456762+00:00 | TRADEWATCH | no open positions
2026-07-29T22:58:02.146073+00:00 | TRADEWATCH | no open positions
2026-07-29T22:58:26.249542+00:00 | TRADEWATCH | no open positions
2026-07-29T23:02:35.456446+00:00 | TRADEWATCH | no open positions
2026-07-29T23:03:02.145744+00:00 | TRADEWATCH | no open positions
2026-07-29T23:03:26.248663+00:00 | TRADEWATCH | no open positions
2026-07-29T23:07:35.455515+00:00 | TRADEWATCH | no open positions
2026-07-29T23:08:02.145111+00:00 | TRADEWATCH | no open positions
2026-07-29T23:08:26.248028+00:00 | TRADEWATCH | no open positions
2026-07-29T23:12:35.454726+00:00 | TRADEWATCH | no open positions
2026-07-29T23:13:02.144769+00:00 | TRADEWATCH | no open positions
2026-07-29T23:13:26.247375+00:00 | TRADEWATCH | no open positions
2026-07-29T23:17:35.454288+00:00 | TRADEWATCH | no open positions
2026-07-29T23:18:02.144145+00:00 | TRADEWATCH | no open positions
2026-07-29T23:18:26.246899+00:00 | TRADEWATCH | no open positions
2026-07-29T23:22:35.453803+00:00 | TRADEWATCH | no open positions
2026-07-29T23:23:02.143528+00:00 | TRADEWATCH | no open positions
2026-07-29T23:23:26.246229+00:00 | TRADEWATCH | no open positions
2026-07-29T23:27:35.453428+00:00 | TRADEWATCH | no open positions
2026-07-29T23:28:02.142823+00:00 | TRADEWATCH | no open positions
2026-07-29T23:28:26.245796+00:00 | TRADEWATCH | no open positions
2026-07-29T23:32:35.453092+00:00 | TRADEWATCH | no open positions
2026-07-29T23:33:02.142716+00:00 | TRADEWATCH | no open positions
2026-07-29T23:33:26.245191+00:00 | TRADEWATCH | no open positions
2026-07-29T23:37:35.452725+00:00 | TRADEWATCH | no open positions
2026-07-29T23:38:02.142711+00:00 | TRADEWATCH | no open positions
2026-07-29T23:38:26.244920+00:00 | TRADEWATCH | no open positions
2026-07-29T23:42:35.452321+00:00 | TRADEWATCH | no open positions
2026-07-29T23:43:02.141895+00:00 | TRADEWATCH | no open positions
2026-07-29T23:43:26.244639+00:00 | TRADEWATCH | no open positions
2026-07-29T23:47:35.451898+00:00 | TRADEWATCH | no open positions
2026-07-29T23:48:02.141452+00:00 | TRADEWATCH | no open positions
2026-07-29T23:48:26.244038+00:00 | TRADEWATCH | no open positions
2026-07-29T23:52:35.451789+00:00 | TRADEWATCH | no open positions
2026-07-29T23:53:02.140833+00:00 | TRADEWATCH | no open positions
2026-07-29T23:53:26.243558+00:00 | TRADEWATCH | no open positions
2026-07-29T23:57:35.451583+00:00 | TRADEWATCH | no open positions
2026-07-29T23:58:02.140174+00:00 | TRADEWATCH | no open positions
2026-07-29T23:58:26.243475+00:00 | TRADEWATCH | no open positions
2026-07-30T00:02:35.451574+00:00 | TRADEWATCH | no open positions
2026-07-30T00:03:02.140176+00:00 | TRADEWATCH | no open positions
2026-07-30T00:03:26.243047+00:00 | TRADEWATCH | no open positions
2026-07-30T00:07:35.451626+00:00 | TRADEWATCH | no open positions
2026-07-30T00:08:02.139611+00:00 | TRADEWATCH | no open positions
2026-07-30T00:08:26.242701+00:00 | TRADEWATCH | no open positions
2026-07-30T00:12:35.451596+00:00 | TRADEWATCH | no open positions
2026-07-30T00:13:02.139145+00:00 | TRADEWATCH | no open positions
2026-07-30T00:13:26.242585+00:00 | TRADEWATCH | no open positions
2026-07-30T00:17:35.451473+00:00 | TRADEWATCH | no open positions
2026-07-30T00:18:02.138768+00:00 | TRADEWATCH | no open positions
2026-07-30T00:18:26.242526+00:00 | TRADEWATCH | no open positions
2026-07-30T00:22:35.451734+00:00 | TRADEWATCH | no open positions
2026-07-30T00:23:02.138495+00:00 | TRADEWATCH | no open positions
2026-07-30T00:23:26.242553+00:00 | TRADEWATCH | no open positions
2026-07-30T00:27:35.451339+00:00 | TRADEWATCH | no open positions
2026-07-30T00:28:02.138339+00:00 | TRADEWATCH | no open positions
2026-07-30T00:28:26.242373+00:00 | TRADEWATCH | no open positions
2026-07-30T00:32:35.451067+00:00 | TRADEWATCH | no open positions
2026-07-30T00:33:02.137858+00:00 | TRADEWATCH | no open positions
2026-07-30T00:33:26.242015+00:00 | TRADEWATCH | no open positions
2026-07-30T00:37:35.450773+00:00 | TRADEWATCH | no open positions
2026-07-30T00:38:02.137442+00:00 | TRADEWATCH | no open positions
2026-07-30T00:38:26.241891+00:00 | TRADEWATCH | no open positions
2026-07-30T00:42:35.450980+00:00 | TRADEWATCH | no open positions
2026-07-30T00:43:02.137299+00:00 | TRADEWATCH | no open positions
2026-07-30T00:43:26.241914+00:00 | TRADEWATCH | no open positions
2026-07-30T00:47:35.450644+00:00 | TRADEWATCH | no open positions
2026-07-30T00:48:02.136909+00:00 | TRADEWATCH | no open positions
2026-07-30T00:48:26.241929+00:00 | TRADEWATCH | no open positions
2026-07-30T00:52:35.450444+00:00 | TRADEWATCH | no open positions
2026-07-30T00:53:02.136320+00:00 | TRADEWATCH | no open positions
2026-07-30T00:53:26.241764+00:00 | TRADEWATCH | no open positions
2026-07-30T00:57:35.450642+00:00 | TRADEWATCH | no open positions
2026-07-30T00:58:02.136095+00:00 | TRADEWATCH | no open positions
2026-07-30T00:58:26.241658+00:00 | TRADEWATCH | no open positions
2026-07-30T01:02:35.450597+00:00 | TRADEWATCH | no open positions
2026-07-30T01:03:02.135815+00:00 | TRADEWATCH | no open positions
2026-07-30T01:03:26.241505+00:00 | TRADEWATCH | no open positions
2026-07-30T01:07:35.450606+00:00 | TRADEWATCH | no open positions
2026-07-30T01:08:02.135590+00:00 | TRADEWATCH | no open positions
2026-07-30T01:08:26.242098+00:00 | TRADEWATCH | no open positions
2026-07-30T01:12:35.451121+00:00 | TRADEWATCH | no open positions
2026-07-30T01:13:02.135064+00:00 | TRADEWATCH | no open positions
2026-07-30T01:13:26.241697+00:00 | TRADEWATCH | no open positions
2026-07-30T01:17:35.450495+00:00 | TRADEWATCH | no open positions
2026-07-30T01:18:02.134998+00:00 | TRADEWATCH | no open positions
2026-07-30T01:18:26.241514+00:00 | TRADEWATCH | no open positions
2026-07-30T01:22:35.450411+00:00 | TRADEWATCH | no open positions
2026-07-30T01:23:02.134481+00:00 | TRADEWATCH | no open positions
2026-07-30T01:23:26.241670+00:00 | TRADEWATCH | no open positions
2026-07-30T01:27:35.450272+00:00 | TRADEWATCH | no open positions
2026-07-30T01:28:02.134371+00:00 | TRADEWATCH | no open positions
2026-07-30T01:28:26.241461+00:00 | TRADEWATCH | no open positions
2026-07-30T01:32:35.450300+00:00 | TRADEWATCH | no open positions
2026-07-30T01:33:02.134242+00:00 | TRADEWATCH | no open positions
2026-07-30T01:33:26.241341+00:00 | TRADEWATCH | no open positions
2026-07-30T01:37:35.450569+00:00 | TRADEWATCH | no open positions
2026-07-30T01:38:02.134271+00:00 | TRADEWATCH | no open positions
2026-07-30T01:38:26.241588+00:00 | TRADEWATCH | no open positions
2026-07-30T01:42:35.449614+00:00 | TRADEWATCH | no open positions
2026-07-30T01:43:02.132796+00:00 | TRADEWATCH | no open positions
2026-07-30T01:43:26.239686+00:00 | TRADEWATCH | no open positions
2026-07-30T01:47:35.442303+00:00 | TRADEWATCH | no open positions
2026-07-30T01:48:02.125292+00:00 | TRADEWATCH | no open positions
2026-07-30T01:48:26.232399+00:00 | TRADEWATCH | no open positions
2026-07-30T01:52:35.434724+00:00 | TRADEWATCH | no open positions
2026-07-30T01:53:02.117873+00:00 | TRADEWATCH | no open positions
2026-07-30T01:53:26.224899+00:00 | TRADEWATCH | no open positions
2026-07-30T01:57:35.427153+00:00 | TRADEWATCH | no open positions
2026-07-30T01:58:02.110603+00:00 | TRADEWATCH | no open positions
2026-07-30T01:58:26.217715+00:00 | TRADEWATCH | no open positions
2026-07-30T02:02:35.419789+00:00 | TRADEWATCH | no open positions
2026-07-30T02:03:02.103128+00:00 | TRADEWATCH | no open positions
2026-07-30T02:03:26.210397+00:00 | TRADEWATCH | no open positions
2026-07-30T02:07:35.412585+00:00 | TRADEWATCH | no open positions
2026-07-30T02:08:02.095608+00:00 | TRADEWATCH | no open positions
2026-07-30T02:08:26.202877+00:00 | TRADEWATCH | no open positions
2026-07-30T02:12:35.405335+00:00 | TRADEWATCH | no open positions
2026-07-30T02:13:02.087940+00:00 | TRADEWATCH | no open positions
2026-07-30T02:13:26.195230+00:00 | TRADEWATCH | no open positions
2026-07-30T02:17:35.398852+00:00 | TRADEWATCH | no open positions
2026-07-30T02:18:02.081946+00:00 | TRADEWATCH | no open positions
2026-07-30T02:18:26.189537+00:00 | TRADEWATCH | no open positions
2026-07-30T02:22:35.395724+00:00 | TRADEWATCH | no open positions
2026-07-30T02:23:02.078481+00:00 | TRADEWATCH | no open positions
2026-07-30T02:23:26.186213+00:00 | TRADEWATCH | no open positions
2026-07-30T02:27:35.392085+00:00 | TRADEWATCH | no open positions
2026-07-30T02:28:02.074699+00:00 | TRADEWATCH | no open positions
2026-07-30T02:28:26.182807+00:00 | TRADEWATCH | no open positions
2026-07-30T02:32:35.388684+00:00 | TRADEWATCH | no open positions
2026-07-30T02:33:02.071103+00:00 | TRADEWATCH | no open positions
2026-07-30T02:33:26.179209+00:00 | TRADEWATCH | no open positions
2026-07-30T02:37:35.385415+00:00 | TRADEWATCH | no open positions
2026-07-30T02:38:02.068253+00:00 | TRADEWATCH | no open positions
2026-07-30T02:38:26.175744+00:00 | TRADEWATCH | no open positions
2026-07-30T02:42:35.382039+00:00 | TRADEWATCH | no open positions
2026-07-30T02:43:02.064551+00:00 | TRADEWATCH | no open positions
2026-07-30T02:43:26.172399+00:00 | TRADEWATCH | no open positions
2026-07-30T02:47:35.378591+00:00 | TRADEWATCH | no open positions
2026-07-30T02:48:02.061202+00:00 | TRADEWATCH | no open positions
2026-07-30T02:48:26.169255+00:00 | TRADEWATCH | no open positions
2026-07-30T02:52:35.376027+00:00 | TRADEWATCH | no open positions
2026-07-30T02:53:02.058750+00:00 | TRADEWATCH | no open positions
2026-07-30T02:53:26.166688+00:00 | TRADEWATCH | no open positions
2026-07-30T02:57:35.374104+00:00 | TRADEWATCH | no open positions
2026-07-30T02:58:02.056689+00:00 | TRADEWATCH | no open positions
2026-07-30T02:58:26.164959+00:00 | TRADEWATCH | no open positions
2026-07-30T03:02:35.372312+00:00 | TRADEWATCH | no open positions
2026-07-30T03:03:02.054874+00:00 | TRADEWATCH | no open positions
2026-07-30T03:03:26.163509+00:00 | TRADEWATCH | no open positions
2026-07-30T03:07:35.370619+00:00 | TRADEWATCH | no open positions
2026-07-30T03:08:02.052825+00:00 | TRADEWATCH | no open positions
2026-07-30T03:08:26.162139+00:00 | TRADEWATCH | no open positions
2026-07-30T03:12:35.369147+00:00 | TRADEWATCH | no open positions
2026-07-30T03:13:02.050965+00:00 | TRADEWATCH | no open positions
2026-07-30T03:13:26.160772+00:00 | TRADEWATCH | no open positions
2026-07-30T03:17:35.367307+00:00 | TRADEWATCH | no open positions
2026-07-30T03:18:02.049333+00:00 | TRADEWATCH | no open positions
2026-07-30T03:18:26.159275+00:00 | TRADEWATCH | no open positions
2026-07-30T03:22:35.365595+00:00 | TRADEWATCH | no open positions
2026-07-30T03:23:02.047492+00:00 | TRADEWATCH | no open positions
2026-07-30T03:23:26.157795+00:00 | TRADEWATCH | no open positions
2026-07-30T03:27:35.364762+00:00 | TRADEWATCH | no open positions
2026-07-30T03:28:02.046289+00:00 | TRADEWATCH | no open positions
2026-07-30T03:28:26.157542+00:00 | TRADEWATCH | no open positions
2026-07-30T03:32:35.363852+00:00 | TRADEWATCH | no open positions
2026-07-30T03:33:02.045302+00:00 | TRADEWATCH | no open positions
2026-07-30T03:33:26.156865+00:00 | TRADEWATCH | no open positions
2026-07-30T03:37:35.363013+00:00 | TRADEWATCH | no open positions
2026-07-30T03:38:02.044112+00:00 | TRADEWATCH | no open positions
2026-07-30T03:38:26.156532+00:00 | TRADEWATCH | no open positions
2026-07-30T03:42:35.362229+00:00 | TRADEWATCH | no open positions
2026-07-30T03:43:02.042862+00:00 | TRADEWATCH | no open positions
2026-07-30T03:43:26.155456+00:00 | TRADEWATCH | no open positions
2026-07-30T03:47:35.361165+00:00 | TRADEWATCH | no open positions
2026-07-30T03:48:02.041852+00:00 | TRADEWATCH | no open positions
2026-07-30T03:48:26.154605+00:00 | TRADEWATCH | no open positions
2026-07-30T03:52:35.360649+00:00 | TRADEWATCH | no open positions
2026-07-30T03:53:02.041008+00:00 | TRADEWATCH | no open positions
2026-07-30T03:53:26.153971+00:00 | TRADEWATCH | no open positions
2026-07-30T03:57:35.360125+00:00 | TRADEWATCH | no open positions
2026-07-30T03:58:02.040032+00:00 | TRADEWATCH | no open positions
2026-07-30T03:58:26.153339+00:00 | TRADEWATCH | no open positions
2026-07-30T04:02:35.359370+00:00 | TRADEWATCH | no open positions
2026-07-30T04:03:02.039556+00:00 | TRADEWATCH | no open positions
2026-07-30T04:03:26.152545+00:00 | TRADEWATCH | no open positions
2026-07-30T04:07:35.358977+00:00 | TRADEWATCH | no open positions
2026-07-30T04:08:02.038568+00:00 | TRADEWATCH | no open positions
2026-07-30T04:08:26.151974+00:00 | TRADEWATCH | no open positions
2026-07-30T04:12:35.358681+00:00 | TRADEWATCH | no open positions
2026-07-30T04:13:02.037679+00:00 | TRADEWATCH | no open positions
2026-07-30T04:13:26.151464+00:00 | TRADEWATCH | no open positions
2026-07-30T04:17:35.357969+00:00 | TRADEWATCH | no open positions
2026-07-30T04:18:02.036980+00:00 | TRADEWATCH | no open positions
2026-07-30T04:18:26.151016+00:00 | TRADEWATCH | no open positions
2026-07-30T04:22:35.357229+00:00 | TRADEWATCH | no open positions
2026-07-30T04:23:02.036349+00:00 | TRADEWATCH | no open positions
2026-07-30T04:23:26.150471+00:00 | TRADEWATCH | no open positions
2026-07-30T04:27:35.356470+00:00 | TRADEWATCH | no open positions
2026-07-30T04:28:02.035493+00:00 | TRADEWATCH | no open positions
2026-07-30T04:28:26.149808+00:00 | TRADEWATCH | no open positions
2026-07-30T04:32:35.355943+00:00 | TRADEWATCH | no open positions
2026-07-30T04:33:02.034567+00:00 | TRADEWATCH | no open positions
2026-07-30T04:33:26.149222+00:00 | TRADEWATCH | no open positions
2026-07-30T04:37:35.355234+00:00 | TRADEWATCH | no open positions
2026-07-30T04:38:02.033951+00:00 | TRADEWATCH | no open positions
2026-07-30T04:38:26.148866+00:00 | TRADEWATCH | no open positions
2026-07-30T04:42:35.355149+00:00 | TRADEWATCH | no open positions
2026-07-30T04:43:02.033405+00:00 | TRADEWATCH | no open positions
2026-07-30T04:43:26.149059+00:00 | TRADEWATCH | no open positions
2026-07-30T04:47:35.354956+00:00 | TRADEWATCH | no open positions
2026-07-30T04:48:02.033694+00:00 | TRADEWATCH | no open positions
2026-07-30T04:48:26.148370+00:00 | TRADEWATCH | no open positions
2026-07-30T04:52:35.354524+00:00 | TRADEWATCH | no open positions
2026-07-30T04:53:02.033079+00:00 | TRADEWATCH | no open positions
2026-07-30T04:53:26.147728+00:00 | TRADEWATCH | no open positions
2026-07-30T04:57:35.354166+00:00 | TRADEWATCH | no open positions
2026-07-30T04:58:02.032704+00:00 | TRADEWATCH | no open positions
2026-07-30T04:58:26.147381+00:00 | TRADEWATCH | no open positions
2026-07-30T05:02:35.354039+00:00 | TRADEWATCH | no open positions
2026-07-30T05:03:02.031912+00:00 | TRADEWATCH | no open positions
2026-07-30T05:03:26.147069+00:00 | TRADEWATCH | no open positions
2026-07-30T05:07:35.353387+00:00 | TRADEWATCH | no open positions
2026-07-30T05:08:02.031804+00:00 | TRADEWATCH | no open positions
2026-07-30T05:08:26.146511+00:00 | TRADEWATCH | no open positions
2026-07-30T05:12:35.353243+00:00 | TRADEWATCH | no open positions
2026-07-30T05:13:02.031430+00:00 | TRADEWATCH | no open positions
2026-07-30T05:13:26.146006+00:00 | TRADEWATCH | no open positions
2026-07-30T05:17:35.352513+00:00 | TRADEWATCH | no open positions
2026-07-30T05:18:02.031106+00:00 | TRADEWATCH | no open positions
2026-07-30T05:18:26.145826+00:00 | TRADEWATCH | no open positions
2026-07-30T05:22:35.352953+00:00 | TRADEWATCH | no open positions
2026-07-30T05:23:02.030694+00:00 | TRADEWATCH | no open positions
2026-07-30T05:23:26.145177+00:00 | TRADEWATCH | no open positions
2026-07-30T05:27:35.352308+00:00 | TRADEWATCH | no open positions
2026-07-30T05:28:02.030260+00:00 | TRADEWATCH | no open positions
2026-07-30T05:28:26.144725+00:00 | TRADEWATCH | no open positions
2026-07-30T05:32:35.351871+00:00 | TRADEWATCH | no open positions
2026-07-30T05:33:02.029439+00:00 | TRADEWATCH | no open positions
2026-07-30T05:33:26.144587+00:00 | TRADEWATCH | no open positions
2026-07-30T05:37:35.351188+00:00 | TRADEWATCH | no open positions
2026-07-30T05:38:02.028922+00:00 | TRADEWATCH | no open positions
2026-07-30T05:38:26.144055+00:00 | TRADEWATCH | no open positions
2026-07-30T05:42:35.350664+00:00 | TRADEWATCH | no open positions
2026-07-30T05:43:02.028249+00:00 | TRADEWATCH | no open positions
2026-07-30T05:43:26.143833+00:00 | TRADEWATCH | no open positions
2026-07-30T05:47:35.351505+00:00 | TRADEWATCH | no open positions
2026-07-30T05:48:02.027525+00:00 | TRADEWATCH | no open positions
2026-07-30T05:48:26.143726+00:00 | TRADEWATCH | no open positions
2026-07-30T05:52:35.350855+00:00 | TRADEWATCH | no open positions
2026-07-30T05:53:02.026967+00:00 | TRADEWATCH | no open positions
2026-07-30T05:53:26.143088+00:00 | TRADEWATCH | no open positions
2026-07-30T05:57:35.350534+00:00 | TRADEWATCH | no open positions
2026-07-30T05:58:02.026536+00:00 | TRADEWATCH | no open positions
2026-07-30T05:58:26.142844+00:00 | TRADEWATCH | no open positions
2026-07-30T06:02:35.350133+00:00 | TRADEWATCH | no open positions
2026-07-30T06:03:02.025798+00:00 | TRADEWATCH | no open positions
2026-07-30T06:03:26.142482+00:00 | TRADEWATCH | no open positions
2026-07-30T06:07:35.350033+00:00 | TRADEWATCH | no open positions
2026-07-30T06:08:02.025143+00:00 | TRADEWATCH | no open positions
2026-07-30T06:08:26.142439+00:00 | TRADEWATCH | no open positions
2026-07-30T06:12:35.350079+00:00 | TRADEWATCH | no open positions
2026-07-30T06:13:02.024749+00:00 | TRADEWATCH | no open positions
2026-07-30T06:13:26.141845+00:00 | TRADEWATCH | no open positions
2026-07-30T06:17:35.346218+00:00 | TRADEWATCH | no open positions
2026-07-30T06:18:02.021032+00:00 | TRADEWATCH | no open positions
2026-07-30T06:18:26.137101+00:00 | TRADEWATCH | no open positions
2026-07-30T06:22:35.338901+00:00 | TRADEWATCH | no open positions
2026-07-30T06:23:02.013257+00:00 | TRADEWATCH | no open positions
2026-07-30T06:23:26.129583+00:00 | TRADEWATCH | no open positions
2026-07-30T06:27:35.331407+00:00 | TRADEWATCH | no open positions
2026-07-30T06:28:02.005823+00:00 | TRADEWATCH | no open positions
2026-07-30T06:28:26.121875+00:00 | TRADEWATCH | no open positions
2026-07-30T06:32:35.324042+00:00 | TRADEWATCH | no open positions
2026-07-30T06:33:01.998165+00:00 | TRADEWATCH | no open positions
2026-07-30T06:33:26.114263+00:00 | TRADEWATCH | no open positions
2026-07-30T06:37:35.316397+00:00 | TRADEWATCH | no open positions
2026-07-30T06:38:01.990795+00:00 | TRADEWATCH | no open positions
2026-07-30T06:38:26.106788+00:00 | TRADEWATCH | no open positions
2026-07-30T06:42:35.308899+00:00 | TRADEWATCH | no open positions
2026-07-30T06:43:01.983462+00:00 | TRADEWATCH | no open positions
2026-07-30T06:43:26.099424+00:00 | TRADEWATCH | no open positions
2026-07-30T06:47:35.301550+00:00 | TRADEWATCH | no open positions
2026-07-30T06:48:01.976424+00:00 | TRADEWATCH | no open positions
2026-07-30T06:48:26.092261+00:00 | TRADEWATCH | no open positions
2026-07-30T06:52:35.296890+00:00 | TRADEWATCH | no open positions
2026-07-30T06:53:01.971682+00:00 | TRADEWATCH | no open positions
2026-07-30T06:53:26.087989+00:00 | TRADEWATCH | no open positions
2026-07-30T06:57:35.293228+00:00 | TRADEWATCH | no open positions
2026-07-30T06:58:01.967845+00:00 | TRADEWATCH | no open positions
2026-07-30T06:58:26.084575+00:00 | TRADEWATCH | no open positions
2026-07-30T07:02:35.289603+00:00 | TRADEWATCH | no open positions
2026-07-30T07:03:01.964359+00:00 | TRADEWATCH | no open positions
2026-07-30T07:03:26.080869+00:00 | TRADEWATCH | no open positions
2026-07-30T07:07:35.285817+00:00 | TRADEWATCH | no open positions
2026-07-30T07:08:01.960901+00:00 | TRADEWATCH | no open positions
2026-07-30T07:08:26.077368+00:00 | TRADEWATCH | no open positions
2026-07-30T07:12:35.282493+00:00 | TRADEWATCH | no open positions
2026-07-30T07:13:01.957167+00:00 | TRADEWATCH | no open positions
2026-07-30T07:13:26.073865+00:00 | TRADEWATCH | no open positions
2026-07-30T07:17:35.279486+00:00 | TRADEWATCH | no open positions
2026-07-30T07:18:01.953417+00:00 | TRADEWATCH | no open positions
2026-07-30T07:18:26.070321+00:00 | TRADEWATCH | no open positions
2026-07-30T07:22:35.275895+00:00 | TRADEWATCH | no open positions
2026-07-30T07:23:01.949504+00:00 | TRADEWATCH | no open positions
2026-07-30T07:23:26.066592+00:00 | TRADEWATCH | no open positions
2026-07-30T07:27:35.273789+00:00 | TRADEWATCH | no open positions
2026-07-30T07:28:01.947245+00:00 | TRADEWATCH | no open positions
2026-07-30T07:28:26.064733+00:00 | TRADEWATCH | no open positions
